feature,direction,threshold,successes,episodes,switches,fresh_successes,fresh_episodes,fresh_switches,fresh_switched_demos
positive_support_margin,gt,0.118567,14,20,16,9,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
triage_entropy,gt,1.102931,14,20,16,11,20,6,"demo_1022,demo_1023,demo_1112,demo_1204,demo_1230,demo_1332"
triage_entropy,lt,1.237158,14,20,16,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_entropy,gt,-0.177856,14,20,16,11,20,10,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1204,demo_1209,demo_1230,demo_1351,demo_1361"
triage_minus_positive_logit_gap,lt,0.685291,14,20,16,8,20,17,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_minus_positive_support_margin,gt,-0.230669,14,20,16,10,20,17,"demo_453,demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_minus_positive_top_prob,gt,-0.050451,14,20,16,9,20,19,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_top_prob,lt,0.158048,14,20,16,10,20,13,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1204,demo_1209,demo_1230,demo_1276,demo_1332,demo_1351,demo_1361"
triage_support_margin,gt,0.033451,14,20,16,9,20,16,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
triage_support_margin,lt,0.30197,14,20,16,12,20,7,"demo_1022,demo_1057,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
triage_top_prob,gt,0.485299,14,20,16,9,20,17,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_margin,gt,0.066623,14,20,17,9,20,15,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
triage_entropy,lt,1.248435,14,20,17,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,gt,0.600968,14,20,17,11,20,10,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1377,demo_1401"
triage_logp_margin_vs_positive,lt,5.836187,14,20,17,9,20,19,"demo_453,demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_under_positive,gt,1.213047,14,20,17,9,20,19,"demo_453,demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_support_margin,gt,-0.245078,14,20,17,10,20,17,"demo_453,demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_minus_positive_top_prob,gt,-0.055634,14,20,17,9,20,19,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_support_margin,gt,-0.017899,14,20,17,9,20,17,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1377,demo_1401"
triage_support_margin,lt,0.48237,14,20,17,12,20,11,"demo_1022,demo_1057,demo_1193,demo_1209,demo_1222,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_prob,gt,0.474107,14,20,17,9,20,17,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logit_gap,gt,0.358728,14,20,18,9,20,9,"demo_453,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1265,demo_1276,demo_1401"
positive_logp_self,gt,7.893749,14,20,18,10,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1351,demo_1377,demo_1401"
positive_support_margin,gt,-0.008186,14,20,18,9,20,15,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
positive_top_prob,gt,0.383985,14,20,18,10,20,15,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_scale_mean,lt,0.157892,14,20,18,10,20,13,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1377,demo_1401"
positive_triage_action_l2,lt,0.489422,14,20,18,9,20,16,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377"
triage_entropy,gt,1.077374,14,20,18,11,20,11,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1204,demo_1222,demo_1230,demo_1276,demo_1332,demo_1361"
triage_entropy,lt,1.260811,14,20,18,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,gt,0.490889,14,20,18,9,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1314,demo_1361,demo_1377,demo_1401"
triage_logit_gap,lt,1.491862,14,20,18,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_under_positive,gt,0.79255,14,20,18,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_entropy,gt,-0.240608,14,20,18,9,20,16,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_top_prob,gt,-0.06143,14,20,18,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_prob,gt,0.444478,14,20,18,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_prob,lt,0.621128,14,20,18,10,20,17,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
positive_entropy,lt,1.339689,14,20,19,10,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_self,gt,7.594416,14,20,19,10,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1351,demo_1377,demo_1401"
positive_support_margin,gt,-0.07491,14,20,19,9,20,16,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1377,demo_1401"
positive_support_pos_dist,lt,2.274034,14,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_prob,gt,0.371258,14,20,19,10,20,15,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_scale_mean,lt,0.16816,14,20,19,10,20,13,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1377,demo_1401"
positive_triage_action_l2,lt,0.665582,14,20,19,9,20,17,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377,demo_1401"
triage_logit_gap,gt,0.269797,14,20,19,9,20,17,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_self,gt,5.286882,14,20,19,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_under_positive,gt,-0.956317,14,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_support_margin,lt,0.26608,14,20,19,9,20,19,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_prob,gt,0.402523,14,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_scale_mean,lt,0.262889,14,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_entropy,gt,1.339689,13,20,1,11,20,2,"demo_1314,demo_1332"
positive_logp_self,lt,7.594416,13,20,1,11,20,6,"demo_1022,demo_1222,demo_1230,demo_1276,demo_1314,demo_1361"
positive_support_margin,lt,-0.07491,13,20,1,12,20,4,"demo_1022,demo_1230,demo_1351,demo_1361"
positive_support_pos_dist,gt,2.274034,13,20,1,12,20,0,
positive_top_prob,lt,0.371258,13,20,1,11,20,5,"demo_1112,demo_1162,demo_1222,demo_1314,demo_1332"
positive_top_scale_mean,gt,0.16816,13,20,1,11,20,7,"demo_1022,demo_1222,demo_1230,demo_1276,demo_1314,demo_1351,demo_1361"
positive_triage_action_l2,gt,0.665582,13,20,1,12,20,3,"demo_1022,demo_1230,demo_1351"
triage_logit_gap,lt,0.269797,13,20,1,12,20,3,"demo_1022,demo_1230,demo_1332"
triage_logp_self,lt,5.286882,13,20,1,12,20,2,"demo_1022,demo_1230"
triage_logp_under_positive,lt,-0.956317,13,20,1,12,20,0,
triage_minus_positive_support_margin,gt,0.26608,13,20,1,12,20,1,demo_1230
triage_top_prob,lt,0.402523,13,20,1,12,20,0,
triage_top_scale_mean,gt,0.262889,13,20,1,12,20,0,
positive_logit_gap,lt,0.358728,13,20,2,12,20,11,"demo_1022,demo_1112,demo_1162,demo_1193,demo_1222,demo_1230,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
positive_logp_self,lt,7.893749,13,20,2,11,20,6,"demo_1022,demo_1222,demo_1230,demo_1276,demo_1314,demo_1361"
positive_support_margin,lt,-0.008186,13,20,2,12,20,5,"demo_1022,demo_1230,demo_1351,demo_1361,demo_1377"
positive_top_prob,lt,0.383985,13,20,2,11,20,5,"demo_1112,demo_1162,demo_1222,demo_1314,demo_1332"
positive_top_scale_mean,gt,0.157892,13,20,2,11,20,7,"demo_1022,demo_1222,demo_1230,demo_1276,demo_1314,demo_1351,demo_1361"
positive_triage_action_l2,gt,0.489422,13,20,2,12,20,4,"demo_1022,demo_1230,demo_1351,demo_1401"
triage_entropy,gt,1.260811,13,20,2,12,20,0,
triage_entropy,lt,1.077374,13,20,2,10,20,9,"demo_453,demo_1162,demo_1193,demo_1209,demo_1265,demo_1314,demo_1351,demo_1377,demo_1401"
triage_logit_gap,gt,1.491862,13,20,2,12,20,0,
triage_logit_gap,lt,0.490889,13,20,2,12,20,6,"demo_1022,demo_1112,demo_1230,demo_1276,demo_1332,demo_1351"
triage_logp_under_positive,lt,0.79255,13,20,2,12,20,0,
triage_minus_positive_entropy,lt,-0.240608,13,20,2,12,20,4,"demo_1162,demo_1193,demo_1276,demo_1314"
triage_minus_positive_top_prob,lt,-0.06143,13,20,2,12,20,0,
triage_top_prob,gt,0.621128,13,20,2,11,20,3,"demo_1209,demo_1265,demo_1401"
triage_top_prob,lt,0.444478,13,20,2,12,20,2,"demo_1022,demo_1230"
positive_support_margin,lt,0.066623,13,20,3,12,20,5,"demo_1022,demo_1230,demo_1351,demo_1361,demo_1377"
triage_entropy,gt,1.248435,13,20,3,12,20,0,
triage_logit_gap,lt,0.600968,13,20,3,10,20,10,"demo_1022,demo_1023,demo_1112,demo_1204,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_logp_margin_vs_positive,gt,5.836187,13,20,3,12,20,1,demo_1047
triage_logp_under_positive,lt,1.213047,13,20,3,12,20,1,demo_1047
triage_minus_positive_support_margin,lt,-0.245078,13,20,3,11,20,3,"demo_1047,demo_1265,demo_1401"
triage_minus_positive_top_prob,lt,-0.055634,13,20,3,12,20,1,demo_1022
triage_support_margin,gt,0.48237,13,20,3,9,20,9,"demo_453,demo_1023,demo_1047,demo_1112,demo_1162,demo_1204,demo_1276,demo_1314,demo_1332"
triage_support_margin,lt,-0.017899,13,20,3,12,20,3,"demo_1222,demo_1351,demo_1361"
triage_top_prob,lt,0.474107,13,20,3,12,20,3,"demo_1022,demo_1230,demo_1332"
positive_logit_gap,lt,0.395214,13,20,4,12,20,12,"demo_1022,demo_1057,demo_1112,demo_1162,demo_1193,demo_1222,demo_1230,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
positive_logp_margin_vs_triage,lt,0.887373,13,20,4,12,20,4,"demo_1022,demo_1222,demo_1230,demo_1361"
positive_support_margin,lt,0.118567,13,20,4,12,20,6,"demo_1022,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
triage_entropy,gt,1.237158,13,20,4,12,20,0,
triage_entropy,lt,1.102931,13,20,4,10,20,14,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_entropy,lt,-0.177856,13,20,4,10,20,10,"demo_453,demo_1162,demo_1193,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1377,demo_1401"
triage_minus_positive_logit_gap,gt,0.685291,13,20,4,13,20,3,"demo_1193,demo_1222,demo_1401"
triage_minus_positive_support_margin,lt,-0.230669,13,20,4,11,20,3,"demo_1047,demo_1265,demo_1401"
triage_minus_positive_top_prob,gt,0.158048,13,20,4,11,20,7,"demo_1162,demo_1193,demo_1222,demo_1265,demo_1314,demo_1377,demo_1401"
triage_minus_positive_top_prob,lt,-0.050451,13,20,4,12,20,1,demo_1022
triage_support_margin,gt,0.30197,13,20,4,9,20,13,"demo_453,demo_1023,demo_1047,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
triage_support_margin,lt,0.033451,13,20,4,12,20,4,"demo_1222,demo_1351,demo_1361,demo_1377"
triage_top_prob,lt,0.485299,13,20,4,12,20,3,"demo_1022,demo_1230,demo_1332"
triage_entropy,gt,1.218379,13,20,5,12,20,0,
triage_logit_gap,lt,0.676588,13,20,5,10,20,10,"demo_1022,demo_1023,demo_1112,demo_1204,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_logp_margin_vs_positive,gt,3.053195,13,20,5,13,20,7,"demo_1047,demo_1057,demo_1193,demo_1222,demo_1351,demo_1361,demo_1401"
triage_logp_under_positive,lt,4.841528,13,20,5,13,20,10,"demo_1022,demo_1047,demo_1057,demo_1193,demo_1222,demo_1230,demo_1276,demo_1351,demo_1361,demo_1401"
triage_minus_positive_entropy,gt,0.011183,13,20,5,12,20,2,"demo_1022,demo_1230"
triage_minus_positive_logit_gap,gt,0.562199,13,20,5,12,20,5,"demo_1193,demo_1222,demo_1265,demo_1377,demo_1401"
triage_support_margin,gt,0.231422,13,20,5,9,20,13,"demo_453,demo_1023,demo_1047,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
triage_top_prob,gt,0.572464,13,20,5,11,20,6,"demo_453,demo_1193,demo_1209,demo_1265,demo_1377,demo_1401"
triage_top_prob,lt,0.488486,13,20,5,12,20,4,"demo_1022,demo_1023,demo_1230,demo_1332"
triage_entropy,gt,1.202522,13,20,6,12,20,2,"demo_1023,demo_1230"
triage_entropy,lt,1.117901,13,20,6,10,20,14,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,lt,0.696847,13,20,6,10,20,11,"demo_1022,demo_1023,demo_1057,demo_1112,demo_1204,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_logp_margin_vs_positive,gt,2.706729,13,20,6,12,20,8,"demo_1047,demo_1057,demo_1193,demo_1222,demo_1265,demo_1351,demo_1361,demo_1401"
triage_minus_positive_entropy,gt,-0.006011,13,20,6,12,20,3,"demo_1022,demo_1230,demo_1351"
triage_support_margin,lt,0.043311,13,20,6,12,20,4,"demo_1222,demo_1351,demo_1361,demo_1377"
triage_top_prob,gt,0.556086,13,20,6,11,20,8,"demo_453,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1377,demo_1401"
triage_top_prob,lt,0.502474,13,20,6,12,20,6,"demo_1022,demo_1023,demo_1112,demo_1230,demo_1276,demo_1332"
positive_support_pos_dist,gt,1.55378,13,20,7,12,20,2,"demo_1022,demo_1230"
positive_support_pos_dist,lt,0.94642,13,20,7,11,20,7,"demo_1047,demo_1057,demo_1193,demo_1204,demo_1265,demo_1276,demo_1377"
positive_top_prob,lt,0.436821,13,20,7,12,20,9,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377"
triage_entropy,gt,1.195572,13,20,7,12,20,2,"demo_1023,demo_1230"
triage_entropy,lt,1.121226,13,20,7,10,20,14,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,lt,0.744778,13,20,7,10,20,12,"demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1204,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_logp_self,lt,7.910044,13,20,7,10,20,15,"demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_support_margin,lt,0.056366,13,20,7,12,20,4,"demo_1222,demo_1351,demo_1361,demo_1377"
triage_top_prob,gt,0.551196,13,20,7,11,20,10,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1377,demo_1401"
triage_top_prob,lt,0.515054,13,20,7,11,20,7,"demo_1022,demo_1023,demo_1112,demo_1204,demo_1230,demo_1276,demo_1332"
positive_logp_self,lt,8.437995,13,20,8,11,20,7,"demo_1022,demo_1222,demo_1230,demo_1276,demo_1314,demo_1351,demo_1361"
positive_support_margin,lt,0.188414,13,20,8,12,20,6,"demo_1022,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
positive_support_pos_dist,gt,1.48425,13,20,8,12,20,2,"demo_1022,demo_1230"
positive_support_pos_dist,lt,0.988709,13,20,8,11,20,8,"demo_1047,demo_1057,demo_1193,demo_1204,demo_1222,demo_1265,demo_1276,demo_1377"
triage_entropy,gt,1.188154,13,20,8,12,20,2,"demo_1023,demo_1230"
triage_entropy,lt,1.144033,13,20,8,9,20,15,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,lt,0.785282,13,20,8,10,20,13,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_logp_self,lt,8.056207,13,20,8,10,20,17,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,0.29318,13,20,8,10,20,9,"demo_453,demo_1022,demo_1023,demo_1047,demo_1204,demo_1209,demo_1230,demo_1276,demo_1332"
triage_support_margin,gt,0.175359,13,20,8,9,20,15,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
triage_top_prob,lt,0.519359,13,20,8,11,20,7,"demo_1022,demo_1023,demo_1112,demo_1204,demo_1230,demo_1276,demo_1332"
triage_top_scale_mean,gt,0.17004,13,20,8,10,20,15,"demo_453,demo_1022,demo_1047,demo_1057,demo_1162,demo_1193,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_self,lt,8.569776,13,20,9,11,20,7,"demo_1022,demo_1222,demo_1230,demo_1276,demo_1314,demo_1351,demo_1361"
positive_logp_under_triage,lt,7.207013,13,20,9,10,20,14,"demo_1022,demo_1047,demo_1057,demo_1112,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_pos_dist,lt,1.039611,13,20,9,10,20,11,"demo_453,demo_1047,demo_1057,demo_1112,demo_1193,demo_1204,demo_1222,demo_1265,demo_1276,demo_1377,demo_1401"
positive_triage_action_l2,gt,0.260182,13,20,9,9,20,17,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377,demo_1401"
triage_entropy,lt,1.169987,13,20,9,9,20,17,"demo_453,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,lt,0.802996,13,20,9,10,20,13,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_logp_self,lt,8.210057,13,20,9,10,20,17,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_under_positive,lt,7.17544,13,20,9,9,20,18,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,0.317443,13,20,9,10,20,10,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1276,demo_1332"
triage_support_margin,gt,0.158522,13,20,9,9,20,15,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
triage_top_prob,gt,0.538609,13,20,9,11,20,10,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1377,demo_1401"
triage_top_scale_mean,gt,0.166976,13,20,9,10,20,16,"demo_453,demo_1022,demo_1047,demo_1057,demo_1162,demo_1193,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_entropy,gt,1.260754,13,20,10,12,20,8,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1276,demo_1314,demo_1332,demo_1377"
positive_logp_self,lt,8.716567,13,20,10,11,20,7,"demo_1022,demo_1222,demo_1230,demo_1276,demo_1314,demo_1351,demo_1361"
positive_logp_under_triage,lt,7.38917,13,20,10,10,20,15,"demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_margin,lt,0.199436,13,20,10,12,20,6,"demo_1022,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
