feature,direction,threshold,successes,episodes,switches,fresh_successes,fresh_episodes,fresh_switches,fresh_switched_demos
triage_minus_positive_logit_gap,gt,-0.364104,12,20,19,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_support_margin,gt,-0.000362,11,20,4,11,20,9,"demo_1022,demo_1162,demo_1209,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377"
triage_minus_positive_support_margin,gt,-0.008534,11,20,5,11,20,9,"demo_1022,demo_1162,demo_1209,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377"
positive_logp_margin_vs_triage,lt,0.91788,11,20,6,12,20,4,"demo_1022,demo_1222,demo_1230,demo_1361"
positive_logp_margin_vs_triage,lt,0.925883,11,20,7,12,20,4,"demo_1022,demo_1222,demo_1230,demo_1361"
positive_logp_margin_vs_triage,lt,0.929711,11,20,8,12,20,4,"demo_1022,demo_1222,demo_1230,demo_1361"
positive_logp_margin_vs_triage,lt,0.97646,11,20,9,12,20,4,"demo_1022,demo_1222,demo_1230,demo_1361"
positive_logp_margin_vs_triage,lt,1.041162,11,20,10,12,20,4,"demo_1022,demo_1222,demo_1230,demo_1361"
positive_logp_margin_vs_triage,lt,1.214422,11,20,11,12,20,4,"demo_1022,demo_1222,demo_1230,demo_1361"
positive_logp_margin_vs_triage,lt,1.389582,11,20,12,12,20,4,"demo_1022,demo_1222,demo_1230,demo_1361"
positive_top_prob,lt,0.474613,11,20,12,11,20,16,"demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_entropy,gt,1.232623,11,20,13,11,20,12,"demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1276,demo_1314,demo_1332,demo_1377"
positive_logp_margin_vs_triage,lt,1.648598,11,20,13,12,20,6,"demo_1022,demo_1193,demo_1222,demo_1230,demo_1265,demo_1361"
positive_top_prob,lt,0.483061,11,20,13,11,20,17,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_entropy,gt,1.212422,11,20,14,11,20,13,"demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377"
positive_logp_margin_vs_triage,lt,1.98351,11,20,14,12,20,7,"demo_1022,demo_1193,demo_1222,demo_1230,demo_1265,demo_1276,demo_1361"
positive_logp_under_triage,gt,6.269868,11,20,16,10,20,10,"demo_453,demo_1023,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1377"
positive_logp_under_triage,gt,5.928396,11,20,17,10,20,12,"demo_453,demo_1023,demo_1047,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1377,demo_1401"
